Text,Sentiment,Timestamp
ทำยังไง ให้บัพแดงบัพฟ้า มีสกินใหม่,neu,12/13/2021 4:21:49
สอนลินดิสหน่อยครับ,neu,12/13/2021 4:21:58
พี่ครับสอนเล่นนาครอสแพทปัจจุบันหน่อยครับ,neu,12/13/2021 4:22:10
รักช่องนี้,pos,12/13/2021 4:22:33
เลิกเล่นไปเหอะเล่นแบบนี้,neg,12/13/2021 4:22:56
ทำเชี้ยไรมึงเนี่ย,neg,12/13/2021 4:23:04
เลิกทำคลิปเหอะ,neg,12/13/2021 4:23:12
ปากดีชิบหาย,neg,12/13/2021 4:23:32
อ่อนวะ,neg,12/13/2021 4:23:44
เหมือนโหดอะแต่กาก,neg,12/13/2021 4:23:53
สอนควายเหอะ,neg,12/13/2021 4:24:01
ขอบคุณครับที่ทำให้ผมเล่นเป็น,pos,12/13/2021 4:24:32
อยากดูนาคอสสายขวานครับ ไม่ได้เห็นตัวนี้นานเลย,neu,12/13/2021 4:24:43
พี่สอนเล่นเอมมิลี่แพตนี้ได้ไหมครับ,neu,12/13/2021 4:24:52
อยากเห็นพี่เล่นคิวกอต,neu,12/13/2021 4:25:02
ได้ความรู้มากพึ่งหัดเล่น,pos,12/13/2021 4:25:10
ขอบคุณงับ,pos,12/13/2021 4:25:18
อยากดูแนวทางการเล่นสกัดป่าครับ,neu,12/13/2021 4:25:24
พี่ครับเดี๋ยวนี้ดาบกันเวท เขาทำไมชอบใช้กันแล้ว,neu,12/13/2021 4:25:42
อยากดูสกัดครับพี่,neu,12/13/2021 4:26:05
เอมิลี่หน่อยครับยืนเลน,neu,12/13/2021 4:26:17
พี่เอ๋อจัง,neg,12/13/2021 9:46:47
เล่นเก่งมากเลย,pos,12/17/2021 2:00:35
ตัวละคร,neu,12/17/2021 2:06:55
โอเมก้า,neu,12/17/2021 2:06:59
สภาพ,neg,12/17/2021 20:21:57
เข้าไปแล้วได้แชมป์ปะสภาพ,neg,12/17/2021 20:22:28
อ่อนมากอ่ะ,neg,3/11/2022 23:27:18
ยูเอะ,neu,3/25/2022 22:21:51
อาย่า,neu,3/25/2022 22:22:17
โตโร่,neu,3/25/2022 22:22:35
นาตายา,neu,3/25/2022 22:22:58
นาตาย่า,neu,3/25/2022 22:23:07
ฟังแล้วไม่เข้าใจเลยครับ,neg,3/25/2022 22:24:10
ลิโป้,neu,3/25/2022 22:26:59
ลูบู,neu,3/25/2022 22:27:19
อาดูอิน,neu,3/25/2022 22:28:34
สลิม,neu,3/25/2022 22:36:07
กระต่าย,neu,3/25/2022 22:38:03
เฟนนิก,neu,3/25/2022 23:21:47
เฟนนิค,neu,3/25/2022 23:21:55
เท่,pos,4/5/2022 2:49:08
หล่อเท่,pos,4/5/2022 2:49:16
ง่ายกว่าเจอบอทอีก,neg,5/8/2022 22:30:24
เอาแร้งต่ำๆมาก็ชนะดิ,neg,5/8/2022 22:34:08
ผลมันแทบจะรู้อยู่แล้วหล่ะคลิปแทบจะไม่น่าติดตาม,neg,5/8/2022 22:36:21
ตบไก่จะแพ้ได้ไง,neg,5/8/2022 22:36:46
แรงค์แพทง่ายไปครับ,neg,5/8/2022 22:38:08
ก็แค่ตัวได้เปรียบเห้อ,neg,5/8/2022 22:39:32
ไอดีไก่ แร้งก็ต้องไก่ ไม่แปลกที่ชนะ,neg,5/8/2022 22:40:18
เจอแต่ไก่กา,neg,5/8/2022 22:40:42
แรงค์มันต่ำไปอ่ะ,neg,5/8/2022 22:41:27
รูนไรหรอครับ,neu,5/8/2022 22:41:54
ตบไก่ไม่มัน,neg,5/8/2022 22:42:31
ทำไมไม่เอาไอดีหลักล่ะครับ จะดาวเยอะแต่ก็หาห้องไม่นานหรอกครับ เอาไอดีแรงค์ต่ำเเบบนี้ ก็เหมือนเสมิฟนั่นเเหละ เจอแต่ไก่ครับ,neg,5/8/2022 22:45:35
ชอบแอ็คติ้งหน้าตาฮาดี55555,pos,5/8/2022 23:05:32
สนุกมากครับดูเพลินมากครับ,pos,5/8/2022 23:06:20
คลิปนี้ฮาจริง,pos,5/8/2022 23:08:05
หวัดดีครับพี่,neu,5/8/2022 23:09:33
แหกปากเข้าไป,neg,5/8/2022 23:12:19
แพ้รองเท้ากันcc,neu,5/8/2022 23:14:14
ผมอยากเล่นกับพี่ต้องทำไงอ่ะ,neu,5/8/2022 23:26:17
เล่นเก่งทุกตัวเลย ขอคาราวะ,pos,5/8/2022 23:33:36
ใครถูกหวยบ้างครับ,neu,5/8/2022 23:37:53
ลงคลิปบ่อยๆนะพี่,pos,5/9/2022 0:02:33
พี่อายุกี่ปีครับ,neu,5/9/2022 0:05:30
🚩⬆️🎀 เว็บตรงฝาก - ถอน ไม่มีขั้นต่ำ แนะนำเลย🎀 🚩⬆️,neg,5/9/2022 0:16:10
เด็กน้อยแม่งพูดมึงกูไม่เคารพรุ่นพี่,neg,5/9/2022 0:20:37
สกิลปากอย่างเก่ง,neg,5/9/2022 0:22:30
เก่งแต่ปากจริงๆคับ ข้ออ้างเยอะจิงๆ555,neg,5/9/2022 0:23:19
เก่งแต่ปากจริงๆคับ คิงโซเยอร์ ข้ออ้างเยอะจริงๆ555,neg,5/9/2022 0:23:27
เก่งแต่ปากจริงๆครับ ข้ออ้างเยอะจริงๆ555,neg,5/9/2022 0:23:58
ผมไม่ชอบอะเด็กไรปีนเกลียวจัง,neg,5/9/2022 0:24:47
ชนะปากดีพอแพ้ไม่เก่งเหมือนปากละ,neg,5/9/2022 0:25:14
ร้องเป็นไก่เลย,neg,5/9/2022 0:26:32
เลิกติดตามดีกว่าแม่ง,neg,5/9/2022 0:27:24
เว็บตรงฝาก - ถอน ไม่มีขั้นต่ำ แนะนำเลย,neg,5/9/2022 0:29:30
ไก่กุ๊กๆ,neg,5/9/2022 0:30:18
ชอบตอนเปิดคลิป,pos,5/9/2022 0:30:39
ชอบปกคลิป,pos,5/9/2022 0:33:09
ปัจจุบันก็ยังดูอยู่สนุกดีครับ,pos,5/9/2022 0:34:16
มาแล้วกำลังรอคลิปนี้อยู่เลยคับ,pos,5/9/2022 0:35:01
ซัพหลักพันคนดูครึ่งแสน สุดยอดครับ✌️✌️,pos,5/9/2022 0:36:13
จัดมาลอชป่าหน่อยครับ,neu,5/9/2022 0:36:50
ใช้โปรแกรมอะไรอัดเสียง?,neu,5/9/2022 0:37:23
ใช้อะไรตัดต่อครับพี่,neu,5/9/2022 0:37:54
ใช้โทรศัพท์รุ่นอะไรหรอครับ,neu,5/9/2022 0:38:49
คลิปพึ่งขึ้นในยูทูป ชอบโทนเสียงมากครับ,pos,5/9/2022 0:39:42
เล่นทาชิดุมากเลยคับ ลงคริปบ่อยๆนะคับบ,pos,5/9/2022 0:40:36
สอนดีมากครับสุดยอด🙏🏼,pos,5/9/2022 0:40:55
ทำต่อไปนะครับ เราพร้อมจะติดตามคุณ.,pos,5/9/2022 0:41:13
เพิ่งเห็นช่องพี่ที่เล่นทาชิ ชอบน้ำเสียงมากเลยฮะ ดูคลิปได้สบายมักๆ ทำคลิปต่อไปเรื่อยๆเลยนะฮะจาคอยติดตามและรอดูการพัฒนาของช่องนี้ไปเรื่อยๆเลยนะฮะ🥺🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍,pos,5/9/2022 0:43:57
รอคลิปถัดๆไปอยู่นะครับ,pos,5/9/2022 0:44:44
มีประโยชน์มากๆเลยครับ,pos,5/9/2022 0:56:10
แปะรูนกับพลังแฝงให้ทีครับ,neu,5/9/2022 0:56:43
นึกถึงสมัยทาชิมันออกมาใหม่ๆ มีคนบอกว่า ถ้าจะซื้อตัวนี้ ซื้อมาลอสดีกว่า,neu,5/9/2022 0:58:10
ตัวใหม่หรอครับ,neu,5/9/2022 1:07:02
สอนดีมากครับ ✌🏻,pos,5/9/2022 19:27:30
อย่าทำเซียนมาสอนคนอื่นอย่าเอาสเตปเล่นกับบอทมาโชว์โง่อายเค้า,neg,5/9/2022 19:29:58
เสียง​หล่ออีกเอาใจไปเลย🤣🤣,pos,5/9/2022 19:30:23
ขอบคุณมากครับที่ทำให้,pos,5/9/2022 19:31:05
ต่อไปขอ โอเมน ออฟเลนหน่อยครับ,neu,5/9/2022 19:32:13
กลายเป็นตำนานแล้ว ❤❤,pos,5/16/2022 21:40:50
เกมนี้สนุกจริง 555 นั่งดูทั้งไลฟ์ขำตลอดทั้งไลฟ์อะ 5555,pos,5/18/2022 0:05:52
เนิฟบ่อยมากรู้สึกเจ็บนิดๆ,neu,5/18/2022 6:34:09
กำลังรออยู่เยยยยย,pos,5/18/2022 6:36:28
หน้าปกดึงดูดมาก,pos,5/18/2022 6:40:56
ผมจะเป็นราชาวานรให้ได้เลย!!,neu,5/18/2022 7:22:50
ผมก็เล่นสายดาเมจแต่แพ้ตลอดเลยครับ,neu,5/18/2022 8:44:59
ช่องดีๆแบบนี้ทำไมเรายังไม่กดซับ!!!!!!!!,pos,5/18/2022 8:45:15
ผมเล่นออกดาบแดง 6 ชิ้น โกงจริงครับ 5555555 แรงมาก 5700+,neu,5/18/2022 8:46:11
	พี่ครับขอร้องทำคลิปสอนเล่นหน่อยครับผมซื้อมาไม่กล้าเล่นเล่นไม่เป็น55555,neu,5/18/2022 8:46:25
กลับมาคำเม้นหลังจากเอาไปเล่นตามในแรงค์คอมII อย่างแรง ตอนนี้ขึ้นคอนล่ะ กดแต่ตัวเดียว,neu,5/18/2022 8:47:30
ผมชอบเอาไปออฟกับโรม,neu,5/18/2022 8:47:48
ติดตามผลงานครับ,pos,5/18/2022 8:48:27
แพทหน้าสายดาเมทเก่งขึ้นอีก,neu,5/18/2022 8:48:38
ถ้าไม่มีอาย่าละ - -,neg,5/18/2022 8:49:18
แพทนี้เก็บสแต็กกับมังกรเล็กไม่ได้แล้วแอบเศร้า,neu,5/18/2022 8:49:38
อะไร,neu,5/18/2022 8:50:22
FC.ครับ,pos,5/18/2022 8:50:40
fc,pos,5/18/2022 8:50:56
พี่ไม่เล่นตัวอื่นหรอเห็นเล่นแต่Tachi,neu,5/18/2022 8:54:08
มาช้าแต่มานะพี่ชายสุดหล่อ,pos,5/18/2022 8:54:34
Fc😇,pos,5/18/2022 8:54:50
กดยอนมันตายร้วๆ10ตัว เรทเกมมามันยังชนะได้พี่ แรงไปมุ้ย,neu,5/18/2022 8:57:11
วีร่า แก้ทางง่ายมาก 2311 ปุ๊บตายแล้วยอน,neu,5/18/2022 8:57:44
หยิบเบาดัม มา จบๆ,neu,5/18/2022 8:58:44
โกงตรงไหน,neg,5/18/2022 9:00:20
ลงคลิปเหมือนโกดยอนเลย,neu,5/18/2022 9:00:30
	จากใจเมนยอนครับ อย่าเล่นมันเลยครับถ้าเล่น solo ลำบากแทงค์ครับกว่าจะเกิด ไม่มีความจำเป็นต้องแบนเลยครับตัวมันล้วงง่ายมาก ต่อดาเมทเป็นล้านมันไม่ได้ยิงก็เท่านั้นใช่ไหมละครับและส่วนใหญ่จะโดนจบเกมก่อนที่ยอนจะเกิดสะอีก,neu,5/18/2022 9:00:48
เอาวันเดอร์โรมไปตบก็ง่ายละ,neu,5/18/2022 9:01:16
ตัวมันแก้ไม่ยากเลย แค่ทีมมีม้าอยู่ฝั่งตรงข้ามยอน5555,neu,5/18/2022 9:02:29
	หลังจากปล่อยคลิปเป็นหญิงไปช่องนี้ก็เปลี่ยนไป555,neu,5/18/2022 9:03:04
เก่งตรงไหน,neg,5/18/2022 9:06:08
ได้ความรุ้ มากครับ ชอบๆ,pos,5/18/2022 9:06:16
เก่งตรงไหน,neg,5/18/2022 9:12:31
เมจที่ผมชอบเอามาเล่น ตอนเจอยอร์น มีอิคกี้ กับ กาลี,neu,5/18/2022 9:48:12
ทั้งสตรีมเอ็นดูพี่เสมมาก555555,pos,5/18/2022 10:32:54
จาร์ยเอกเมื่อวานพี่ใบ้หวย คือตรงเด้ะ มี0มี6 สักช่วงนึงนี้แหละน้องเอามาต่อกัน แต่คือไม่ได้ซื้อ เศร้าอะพี่ แม่ก็บ่นเลยทำไมไม่ซื้อ น้องก็คิดว่าคงไม่ถูกหรอก งวดหน้าถ้าพี่ใบ้อีกจะถูกไม่ถูกก็จะซื้อ,neu,5/18/2022 10:33:31
รอปีใหม่อีกรอบบบ ขอปีใหม่แบบเร็วๆนะพี่555555555 สนุกมากกก ขอบคุณค่าา❤,pos,5/18/2022 10:33:55
มาไม่ทัน,neu,5/18/2022 10:34:10
เอ็นดู,pos,5/18/2022 10:34:36
มันไม่แจ้งเตือนอ่ะ หนูอดดูสดเลย 😭😭😭😭,neu,5/18/2022 10:35:44
คลิปดองแน่เลย,neu,5/18/2022 10:36:03
12:34,neu,5/18/2022 10:36:38
56:12,neu,5/18/2022 10:36:47
1,neu,5/18/2022 10:36:58
2,neu,5/18/2022 10:37:01
3,neu,5/18/2022 10:37:05
4,neu,5/18/2022 10:37:09
5,neu,5/18/2022 10:37:12
6,neu,5/18/2022 10:37:15
7,neu,5/18/2022 10:37:18
8,neu,5/18/2022 10:37:21
9,neu,5/18/2022 10:37:24
0,neu,5/18/2022 10:37:27
โอ้ย555555555ขำไม่ไหวแล้วค่ะ,pos,5/18/2022 10:38:35
	ปีใหม่น่าจะไม่ใช่ปีใหม่แฮปปี้นิวเยียร์ แต่เป็นปี ใหม่ ที่เล่นเกมนี้นะ555555555 เห็นมีคนบอกไม่เกท,neu,5/18/2022 10:39:10
💞,pos,5/18/2022 10:39:41
😍,pos,5/18/2022 10:39:47
ขอบคุณที่มาสตรีมมฮะวันนี้สนุกมากกเลออออ แล้วก็สวัสดีปีใหม่ค่ะ,pos,5/18/2022 10:40:17
เป็นเป็ดเยอะสุดในรอบปี,neu,5/18/2022 10:41:54
สุขสันต์วันเกิดย้อนหลังนะคะ,pos,5/18/2022 10:42:14
แฮปพรี่เบิ้ดเดย์ครับพรี่เอก ย้อนหลังๆ มีความสุขมากๆๆนะคับผม,pos,5/18/2022 10:42:28
เป็นสตรีมที่รุมเร้ามากๆ5555555 โดนพรากทุกอย่างไปในวันเกิด สงสาร55555555555,neu,5/18/2022 10:43:17
เริ่มมาดีใจดี๊ด๊ามาก สรุปโดนหินทับตาย ม่ายด้ายเล่น,neu,5/18/2022 10:44:23
สตรีมนี้มีคนงอน5555,neu,5/18/2022 10:45:28
เป็นคลิปที่น่าสงสารที่สุดล้า,neu,5/18/2022 10:45:43
โครตตตตตตตค คอนเทนท์ 5555555555555555,pos,5/18/2022 10:46:03
โครตน่ารัก555555555555555,pos,5/18/2022 10:46:37
ชอบเสียงหัวเราะมาก55555555555,pos,5/18/2022 10:47:43
“เกมเชี่ยไรวะเนี่ย!!” พี่เอก555555555555555555555555555555555,neu,5/18/2022 10:48:02
นี่มันวันโกหกแห่งชาติหรอคะ กลับมาอ่านคอมเม้นท์ โห เชื่อสนิทใจเลยค่ะ 😂,neu,5/18/2022 10:48:40
พี่อยาก ความโง่ของพี่,neg,5/18/2022 10:49:13
พี่เอกลองเปลี่ยนชื่อมั้ยคะเผื่อจะได้เป็นห่านกับเค้าบ้าง,neu,5/18/2022 10:49:24
พี่อย่าลืมไปทำบุญนะ5555,neu,5/18/2022 10:49:39
คือ พี่เอก ไม่ค่อยได้เป็นเป็ด เพราะไม่ได้ทำเควสเพราะเวลาทำเควสทีไร ตายทุกที 5555,neu,5/18/2022 10:49:52
ขำร้องไห้ ความตามใจลูกอะเนอะ5555555555,pos,5/18/2022 10:50:35
น่าจะเขียนสเตตัสไว้ที่ชุดในเซ็ท HRK ไว้ด้วยว่า- เพิ่มโอกาสการเป็นห่าน 90% -อะไรจะดวงสมพงษ์กับการเป็นห่านขนาดนี้! 😅,neu,5/18/2022 10:50:52
โครตสุดดดด,pos,5/18/2022 10:51:59
Ep นี่คือขำสุดๆ โดยเฉพาะช่วงท้ายเกมส์,pos,5/18/2022 10:52:19
ชอบมากค๊าาา😍❤️,pos,5/18/2022 10:52:28
ขำตอนจินนี่มาก55555555555555 ไม่ได้ขำจนจะตายแบบนี้มานานละ ขอบคุณมากนะคะ,pos,5/18/2022 10:53:03
พอเป็นเป็ดพี่เอกก็ไม่ได้ฆ่า,neu,5/18/2022 10:53:58
พี่ลี่มาคือขำทุกครั้งจริงๆ🤣🤣,pos,5/18/2022 10:54:11
เอ็นดูวววว,pos,5/18/2022 10:54:39
ชอบสุดละ,pos,5/18/2022 10:55:28
เป็นคนที่ทำเลวไม่ขึ้นจริงๆ ผู้ชายคนนี้ 55555 ได้เป็นเป็ดก็ไม่เคยได้ฆ่าใคร,neu,5/18/2022 10:55:54
เม้นแกงมาก,neu,5/18/2022 10:56:10
เป็ดทุกตาแบบไม่ต้องสงสัย😆,neu,5/18/2022 10:56:23
ชอบจังหวะ อ่าว อันนี้มาก 55555,pos,5/18/2022 10:56:33
หน้าปกโคตรปั่น 555,pos,5/18/2022 10:56:41
โคตรน่ารักอะแต่ละคน,pos,5/18/2022 10:57:00
ก็ตกใจอยู่ ทีมดูย้อนหลัง อ่านแม้นรอโดนปั่นเลย555555,pos,5/18/2022 10:57:33
อ่านคอมเม้น ละก็ดู ละมาอ่านคอมเม้นอีกที 55555555555555555 อืมมมมรู้เรื่อง,pos,5/18/2022 10:57:55
อยากให้พี่เอกเล่นเกมส์ no snake hotel ครับ ดันๆๆ,neu,5/18/2022 10:58:05
พี่อามทำผมรั่วเลยย ไม่ได้ขำแบบนี้มานานแล้ว55,pos,5/18/2022 10:58:19
สงสารพี่เอกอะ55555555 อยากเป็นห่านก็ไม่ได้เป็น มีแต่เป็ด55555,neu,5/18/2022 10:58:43
ความโยนระเบิดให้คู่ตัวเอง ตายคู่!!,neu,5/18/2022 11:00:07
โดนชื่อแกงไม่พอ ยังโดนคนเม้นแกงอีก,neu,5/18/2022 11:00:33
HBDพี่เอกคร้าบบบ,pos,5/18/2022 11:00:50
เป็นเป็ดเยอะมากกก,neu,5/18/2022 11:01:00
เป็นเกมที่ตาเหยกสู้เป็ดมาก แต่เป็ดสู้กลับ,neu,5/18/2022 11:02:04
สตรีมนี้แม่งโคตรซวย รอบก่อนสุดท้ายปาดผู้โชคดียังโดนกันเองอีก,neu,5/18/2022 11:02:26
ห่านน่ารัก,pos,5/18/2022 11:02:41
เห้ยไม่แบ่งคนอื่นเล่นเป็ดเลย เกินปุยมุ้ยย,neu,5/18/2022 11:02:59
เกินปุยมุ้ย,pos,5/18/2022 11:03:06
เป็นบ่อยมากครับ หมายถึงท่านรมต.,neu,5/18/2022 11:03:29
แฮปปี้เบิร์ดเดย์นะค้าาา,pos,5/18/2022 11:03:46
เป็ดทั้งวัน,neu,5/18/2022 11:03:56
แต่ละเม้นอย่างปั่น,neu,5/18/2022 11:04:15
เป็ดทั้งคลิปอะ มากับดวงจริงวันนี้,neu,5/18/2022 11:04:36
สุขสันต์วันเกิดนะคับพี่❤️ เป็ดสู้ชีวิต😆,pos,5/18/2022 11:04:54
สุขสันต์วันเกิดนะคะพี่เอก รักพี่เอกในทุกจักรวาล,pos,5/18/2022 11:05:03
ดวงมากับวันเกิด โครตสุด,pos,5/18/2022 11:06:07
ขำจนน้ำตาไหลล,pos,5/18/2022 11:06:37
แค่มาเม้น,neu,5/18/2022 11:06:47
เป็ดล้วนๆ มาแล้วจ้าาา ไม่ว่าจะเป็นเป็ดร่อน เป็ดย่าง เป็ดผัดพริกไทยดำ เป็ดต้มน้ำปลา บะหมี่เป็ด หรือไข่เจียวเป็ด พร้อมเสริฟให้ทุกท่านได้รับประธานแล้ววันนี้,neu,5/18/2022 11:07:02
สุดจัด,pos,5/18/2022 11:07:20
พี่เป็นเป็ดมาตลอด โคตรจะโชคดีไปเล้ย,pos,5/18/2022 11:07:43
ขอบคุณที่มาสตรีมค่ะ,pos,5/18/2022 11:08:11
ไลฟ์นี้จะเป็นตำนาน,neu,5/18/2022 11:08:20
เย่ ขอบคุณที่มาสตรีมคับพรี่เอก,pos,5/18/2022 11:08:34
เป็นเป็ดจนเบื่อเลยสินะวันนี้,neu,5/18/2022 11:08:45
วันนี้คือมาจัดๆ เป็ดทั้งสตรีม,neu,5/18/2022 11:08:54
ไม่เป็นไรนะพี่,neu,5/18/2022 11:09:01
ข้างล่างมีแต่คนโกหก,neu,5/18/2022 11:09:14
วันนี้เป็นเป็ดโครตจะเยอะ ดวงดีแบบ 300%,pos,5/18/2022 11:09:33
วันนี้พี่เอกแทบไม่ได้แตะเควสเลยบ้าจริง เป็นแต่เป็ด ไม่เป็นไรนะคะพี่เอกกก,pos,5/18/2022 11:10:27
ฝันดีฮ่ะตาดอก ขอบคุณที่มาสตีมค้าบ🌙,pos,5/18/2022 11:12:03
เป็ดทั้งสตรีมอันนี้​,neu,5/18/2022 11:12:32
กอดๆโอ๋ๆนะคับพี่,pos,5/18/2022 11:13:10
ละเป็นเป็ดทั้งสตรีมได้ไง,neu,5/18/2022 11:13:20
ดูไลฟ์ไม่ทันนนนน,neu,5/18/2022 11:13:41
เป็นจริง!,neu,5/18/2022 11:14:13
เป็นพาร์ทที่อะเมซิ่งมาก ,pos,5/18/2022 11:14:41
น่ารัก,pos,5/18/2022 11:15:11
พี่ดอยอย่าไปบอกเค้าว่ามันเก่งดียวผมไม่มีตัวเล่น,neu,5/18/2022 11:17:31
ตัวละครลูกรัก,pos,5/18/2022 11:18:05
💗💗💗,pos,5/18/2022 11:20:29
ปกติคนอื่นแหกตำรา ได้เวลาของดอยแหกตำราเเล้ว,neu,5/18/2022 11:20:49
อยากเห็นไข่พี่ดอย,neg,5/18/2022 11:21:02
คริปดูมีสีสันขึ้นอะ ดอยใส่ซาวเอฟเฟค,pos,5/18/2022 11:21:16
คลิปดูมีสีสันขึ้นอะ ดอยใส่ซาวเอฟเฟค,pos,5/18/2022 11:21:24
ดูคริปพี่ดอยแล้วมีพลัง เข้าเกมละ,pos,5/18/2022 11:21:55
อัลเลนดาบสายฟ้าคือแรงมากกกกก ส่วนตัวชอบเซ็ตนี้,pos,5/18/2022 11:22:11
พี่ดอยโหดดมากก,pos,5/18/2022 11:22:31
ปัจจุบันคนเเถบจะไม่เรียกมันว่าเอลนเเล้วเเถบจะเรียกว่าคิริโตะไปเเล้ว555,neu,5/18/2022 11:23:14
ได้เวลาดอยเซอร์แหกตำราคนอื่นแล้ว!,neu,5/18/2022 11:23:42
ใจร้าวถูกใจสี่งนี้,pos,5/18/2022 11:24:31
ถูกใจสิ่งนี้,pos,5/18/2022 11:24:39
สนุกมากๆ,pos,5/18/2022 11:25:22
พี่ดอยเปลี่ยนคนตัดเหรอออฟเฟคเยอะแปลกๆ,neu,5/18/2022 11:33:47
ช่วงก่อนเริ่มดูคิว ฟังเพลินมาเลยนะครับชอบมาก,pos,5/18/2022 21:41:33
เดี๋ยวจะเจอเทรนจดหมายค่ะ,neu,5/18/2022 21:41:57
อื้มมมมมมมม​ มีการตัดต่อใหม่​ ใส่เอฟเฟคใส่เพลงเพิ่ม​ ดูเพลินขึ้นกว่าเดิมเยอะ​ อาหร่อยยยยย,pos,5/18/2022 21:42:42
ดิโอน่าใส่ฟาโวเล่นกับยูล่าได้มั้ยคะ (ขอสอบถามค่ะ),neu,5/18/2022 21:42:55
 ระหว่างโรซาเลียกับดิโอน่า ควรเอาตัวไหนขึ้นเวล 90 ก่อนดีครับ,neu,5/18/2022 21:43:06
1.ควรจะอัพเลเวลถึง 89ไหมครับ 2.หมวกคุณฮูกไส่อะไรครับ 3.ดิโอน่าควรมีer เท่าไรครับ,neu,5/18/2022 21:43:19
เราเป็นเมนน้องดีค่ะดีใจมากที่คุณฮูกช่วยขายน้อง ใครกลัวว่าเป็นคนหลบไม่เป็นเเล้วโดนตีบ่อยเเล้วโล่น้องจะเเตกก่อน ตอนนี้เราar55นะคะให้น้องเเบกหลังหักมาเเต่เเรกเลยค่ะ ใช้ผ่านคอนเท้นทุกอย่างได้ โล่ไม่เเตกนะคะๆ,pos,5/18/2022 21:43:40
ตั้งแต่ได้โคโคมิมา น้องก็ตกป๋องไปแล้วครับ ปั้นโรซาเรียมาใช้แทน 😅,neu,5/18/2022 21:43:52
ปั้นแล้วผมเอาออกจากตี้ไม่ได้อีกเลย,neu,5/18/2022 21:44:01
สมัยบอสมังกรน้ำ3หัวอ่ะ เตะอัลติที ไปนู่นนน ออกนอกโลกไปเลย 5555,neu,5/18/2022 21:44:09
กำลังหาไกค์ใหม่ๆอยู่พอดีเลย เหมือนคุณฮูกรู้ใจ😁😁,pos,5/18/2022 21:44:25
คลิปนี้มาได้จังหวะดีเลยค่ะ เรากำลังปั้นน้องแมวอยู่เลยยยยย ขอบคุณคุณฮูก,pos,5/18/2022 21:44:36
อัพเถอะครับเพราะน้องน่ารักโคตร ,pos,5/18/2022 21:44:45
ถ้าใส่อาติแฟค 4 โนเบส ควรเน้นค่าสแตกอะไรครับ,neu,5/18/2022 21:45:08
เพลงสนุกดีนะครับ อารมณ์เหมือนคุณ กำลังแร็พ555,pos,5/18/2022 21:45:20
เออ ตัดต่อดีๆ ดูง่ายดูสนุกขึ้นเยอะเลย,pos,5/18/2022 21:45:26
ลงมงสกิลโล่ไปฮะ ลูกรักทีมน้ำแข็ง,neu,5/18/2022 21:46:15
หนูก็พึ่งรู้จากพี่เลยว่าดิโอน่ากดอีค้างแล้วจะเป็นโล่หนา หนูกดแป๊ปเดียวก็งงว่าทำไมโล่บางจัง,neu,5/18/2022 21:46:26
ทำไมผมใช้งานไม่เป็นนะ ได้มาแล้วครับแต่เล่นไม่เป็นเลยไม่เก่ง,neu,5/18/2022 21:46:52
รอบนี้ให้คนอื่นตัดให้เหรอครับ กลิ่นไม่คุ้นเลย,neu,5/18/2022 21:47:04
ทีคนไม่ปั้นเพราะมีบางช่องที่คนดูเยอะๆเขาให้พาสีโรชาเรียมาชัพอายากะมากกว่าดิโอน่า,neu,5/18/2022 21:47:21
คนเเรก,neu,5/18/2022 21:47:43
้เม้นแรก,neu,5/18/2022 21:47:53
เป็นคลิปที่ละเอียด และเป็นข้อควรรู้จริงๆ ไม่ใช่แค่อธิบายสกิล ชอบมากๆครับ ขอบคุณครับผม กดไลค์เลย,pos,5/18/2022 21:48:11
ข้อมูลละเอียดดีมากเลย ขอบคุณมากคับ,pos,5/18/2022 21:48:27
ละเอียดมากเลยครับชอบมาก เป็นช่องคุณภาพเลยครับ,pos,5/18/2022 21:48:44
ขอบคุณครับ ละเอียดโคตร ดูคลิปนี้แต่แรกก็จบละ,pos,5/18/2022 21:48:56
อายากะแบบตีแช่แข็งที่มีดิโอน่า+ซูโครส กับอายากะตี้เบิร์สที่เปลี่ยนดิโอน่าเป็นเบนเนตแทนอันไหนดีกว่าอ่ะคะTT,neu,5/18/2022 21:49:22
ใส่ดาบคราฟอันไหม่ แล้วใส่4setน้ำเเข็ง ควรเน้นคริเรท หรือเครืดาเมทหรอครับ ดาบที่แอดเเนะนำผมไม่มีเลย 🤭,neu,5/18/2022 21:49:31
ดีมาก คอนเท้นแบบนี้แหละที่ตามหา,pos,5/18/2022 21:49:39
เจอคลิปดีๆอีกคลิปแล้ววว ข้อมูลแน่นจัด,pos,5/18/2022 21:49:56
คลิปดีมากขอบคุณครับ,pos,5/18/2022 21:50:25
ผลงานมาสเตอร์พีซ  ยอดไปเลยครับ,pos,5/18/2022 21:50:31
ถ้าเรามีตัวโล่เเค่จงลี่ ทดเเทนได้ไหมอะคับ,neu,5/18/2022 21:50:45
คอนเท้นดีมากครับ,pos,5/18/2022 21:50:54
เนี่ยรู้ลึกต้องช่องนี้ไม่ต้องหาช่องอื่นดูเลย,pos,5/18/2022 21:51:08
เหมือนพี่ไม่ค่อยปลื้มอายากะนะครับ,neg,5/18/2022 21:51:39
เปลี่ยน ซูโครส เป็น เวนติหรือจีนจะดีกว่ากันมั้ยคะ,neu,5/18/2022 21:52:24
